Job,Publish Date,Skills,Budget,Bids,Summary,Link
Captação de dados automatizados,10 de Maio de 2023 23:27,"JavaScript, MySQL, PHP, API, HTML, HTML5, Python",USD 250 - 500,16,"Estou procurando um dev que possa extrair dados de forma automatizada de alguns sites para geração de uma planilha para futura exportação.

Categoria: TI e Programação
Subcategoria: Programação
Qual é o alcance do projeto?: Alteração média
Isso é um projeto ou uma posição de trabalho?: Um projeto
Tenho,... Ver mais detalhes",https://www.workana.com/job/captacao-de-dados-automatizados?ref=projects_11
Repaginada do site de músicas,11 de Maio de 2023 00:10,"HTML, PHP, WordPress",USD 50 - 100,1,"Tenho um site em wordpres com plugins que eu mesmo criei. Quero transformar ele, para ficar profisisonal. Fazer parte de cadastro, longuin, area de post.

É Um site de musicas sem direitos autorais. Então precisa ser, bem formada, por categorias e gêneros músicais, para facilitar na procura de... Ver mais detalhes",https://www.workana.com/job/repaginada-do-site-de-musicas-1?ref=projects_11
Preciso de mentoria para Google adwords,11 de Maio de 2023 00:07,"Facebook, Google AdWords, Marketing Online",Menos de USD 50,1,"Olá. Preciso de um profissional que possa me dar suporte em formato de mentoria para conhecer melhor a ferramenta GoggleAds. Estou incioando no marketing digital e acredito que seria de grande ajuda.

Categoria: Marketing e Vendas
Subcategoria: Publicidade no Google, Facebook
Do que você precisa?:... Ver mais detalhes",https://www.workana.com/job/preciso-de-mentoria-para-google-adwords?ref=projects_11
Modelo de perfume 3d,11 de Maio de 2023 00:05,['N/I'],Menos de USD 50,3,"Preciso desenvolver um modelo de perfume 3D Para um trabalho de cursinho da faculdade. A composição seria uma caixa no qual retangular no qual conteria no seu interior um perfume com um formato de laranja.

Categoria: Design e Multimedia
Subcategoria: Modelos 3D
Do que você precisa?: 2 a 6 peças
Isso é... Ver mais detalhes",https://www.workana.com/job/modelo-de-perfume-3d?ref=projects_11
Página de vendas para curso on-line,11 de Maio de 2023 00:00,"Facebook, Marketing Online, Marketing, Design Gráfico, Social Media Marketing",USD 50 - 100,12,"Preciso de uma página de vendas que converta vendas todos os dias para plataformas Hotmart. Página de vendas, website e outros.

Categoria: Marketing e Vendas
Subcategoria: Outros
Tamanho do projeto: Médio
Isso é um projeto ou uma posição de trabalho?: Um projeto
Disponibilidade requerida: Conforme necessário",https://www.workana.com/job/pagina-de-vendas-para-curso-on-line-2?ref=projects_11
"Configurar pagina do produto, preço e condições de pagamento",10 de Maio de 2023 23:58,WordPress,USD 50 - 100,2,"Tenho um site no woocommerce e preciso de alguem com conhecimento amplo para configurar o valor na página de produto e condição de pagamento igual ao site das casas bahia, irei anexar como está atualmente e como eu quero que fique.

Categoria: TI e Programação
Subcategoria: Wordpress
Qual é o alcance... Ver mais detalhes",https://www.workana.com/job/configurar-pagina-do-produto-preco-e-condicoes-de-pagamento?ref=projects_11
Artigo sobre John Stuart Mill e Jeremy Bentham,10 de Maio de 2023 23:55,"Escrita de artigos, Edição de textos, Escrita criativa",Menos de USD 50,9,"Artigo de no mínimo 10 páginas com referências e seguindo normas ABNT sobre esses dois filósofos e economistas e seu conceito de utilitarismo

Categoria: Tradução e conteúdos
Subcategoria: Redação de artigos
Quantas palavras?: Entre 1000 e 5000 palavras
Isso é um projeto ou uma posição de trabalho?: Um... Ver mais detalhes",https://www.workana.com/job/artigo-sobre-john-stuart-mill-e-jeremy-bentham?ref=projects_11
Molde para card game,10 de Maio de 2023 23:53,"Design Gráfico, Ilustração, Adobe Illustrator",Menos de USD 50,2,"Olá! Estou à procura de um ilustrador que faça 6 molduras de cartas para um card game. Possuo referências e cores desejadas para auxiliar o artista em sua criação. O arquivo deve ser em alta qualidade, original e em PNG.

Categoria: Design e Multimedia
Subcategoria: Ilustrações
Qual é o alcance do... Ver mais detalhes",https://www.workana.com/job/molde-para-card-game?ref=projects_11
Desenvolvimento de Ferramenta Para Checkout Web com Integrações com Erp,11 de Maio de 2023 12:50,"Magento, PHP, WordPress",USD 1.000 - 3.000,1,"Procuro dev full stack para projeto de desenvolvimento de ferramenta checkout web (no site do cliente) com integração api em erp.

Categoria: TI e Programação
Subcategoria: Lojas Virtuais (e-commerce)
Qual é o alcance do projeto?: Alteração média
Isso é um projeto ou uma posição de trabalho?: Um projeto
... Ver mais detalhes",https://www.workana.com/job/desenvolvimento-de-ferramenta-para-checkout-web-com-integracoes-com-erp?ref=projects_12
Captação de dados automatizados,10 de Maio de 2023 23:27,"JavaScript, MySQL, PHP, API, HTML, HTML5, Python",USD 250 - 500,16,"Estou procurando um dev que possa extrair dados de forma automatizada de alguns sites para geração de uma planilha para futura exportação.

Categoria: TI e Programação
Subcategoria: Programação
Qual é o alcance do projeto?: Alteração média
Isso é um projeto ou uma posição de trabalho?: Um projeto
Tenho,... Ver mais detalhes",https://www.workana.com/job/captacao-de-dados-automatizados?ref=projects_12
Landing page para produto,10 de Maio de 2023 23:20,"HTML, PHP, WordPress, Adobe Photoshop, Web Design",USD 100 - 250,16,"Preciso do desenvolvimento de página de vendas para treinamento integrado com plataforma kiwify e pixel.
Layout da página deve ser otimizando e  leve.
Profissional deve saber mexer com edição de imagens para incluir efeitos em fotos .
Já tenho dominó na hostinger para hospedar a página.

A... Ver mais detalhes",https://www.workana.com/job/landing-page-para-produto-12?ref=projects_12
Configurar Trustvox,10 de Maio de 2023 23:19,"Magento, PHP, WordPress",Menos de USD 50,0,"Preciso configurar conta existe, com avaliações antigas em um novo site, deixar todo processo de pedidos e recebimento de novas avaliações funcionando.

Nuvemshop e Trustvox

Categoria: TI e Programação
Subcategoria: Lojas Virtuais (e-commerce)",https://www.workana.com/job/configurar-trustvox?ref=projects_12
Sdr+Closser - Comercial Para Agencia,10 de Maio de 2023 23:19,['N/I'],USD 250 - 500,0,"Necessito de um comercial para a minha agência de marketing, o comercial deve procurar possíveis clientes, entrar em contato, marcar reunião, fazer a reunião e fechar com o cliente, pagamento é comissionado

Categoria: Marketing e Vendas
Subcategoria: Vendedor
Tamanho do projeto: Médio
Isso é um projeto... Ver mais detalhes",https://www.workana.com/job/sdr-closser-comercial-para-agencia?ref=projects_12
Desenvolvimento de artes para Instagram,10 de Maio de 2023 23:19,"Design Gráfico, Adobe Illustrator, Adobe Photoshop",Menos de USD 50,4,"Precisamos de um designer que trabalhe de preferência com Photoshop, Ficam ou Illustrator para o desenvolvimento de artes para os nossos clientes de social media. É De extrema importância saber trabalhar com prazos.

Nós fornecemos toda ideia do visual, paleta de cor, estilo de tipografia e... Ver mais detalhes",https://www.workana.com/job/desenvolvimento-de-artes-para-instagram-4?ref=projects_12
Software diagnóstico e questionários direcionado,10 de Maio de 2023 23:18,"JavaScript, MySQL, PHP",USD 1.000 - 3.000,3,"A contratação de empresa especializada em serviços de desenvolvimento e manutenção de software para aplicação de
diagnóstico e questionários direcionados à população idosa do município de Ituiutaba-MG, conforme especificações, exigências
e quantidades estabelecidas no Termo de Referência

Categoria:... Ver mais detalhes",https://www.workana.com/job/software-diagnostico-e-questionarios-direcionado?ref=projects_12
Desenvolvedor Frontend Web - Remodelação de Frontend em React,10 de Maio de 2023 23:17,"JavaScript, API, CSS, HTML5, Bootstrap, React.js, Docker, OAuth",USD 500 - 1.000,10,"Estamos procurando um desenvolvedor Frontend Web para se juntar à nossa equipe. O candidato deve ter conhecimentos em tecnologias como React e Bootstrap, bem como experiência em desenvolvimento de interfaces de usuário para aplicativos web.

Nesta posição, o desenvolvedor será responsável por... Ver mais detalhes",https://www.workana.com/job/desenvolvedor-frontend-web-remodelacao-de-frontend-em-react?ref=projects_12
Criar postagens vertical e quadrada para Instagram a partir de fotos de projetos.,10 de Maio de 2023 23:15,"Design Gráfico, Adobe Illustrator, Adobe Photoshop, Facebook, Marketing Online, +",Menos de USD 50,4,"Criar postagens vertical e quadrada para Instagram a partir de fotos de projetos. Página de Arquitetura, projetos de casa de campo.

Categoria: Design e Multimedia
Subcategoria: Imagens para redes sociais
Do que você precisa?: Buscar imagens livre de direitos
Isso é um projeto ou uma posição de trabalho?... Ver mais detalhes",https://www.workana.com/job/criar-postagens-vertical-e-quadrada-para-instagram-a-partir-de-fotos-de-projetos?ref=projects_12
Desenvolvimento de Ferramenta Para Checkout Web com Integrações com Erp,11 de Maio de 2023 12:50,"Magento, PHP, WordPress",USD 1.000 - 3.000,1,"Procuro dev full stack para projeto de desenvolvimento de ferramenta checkout web (no site do cliente) com integração api em erp.

Categoria: TI e Programação
Subcategoria: Lojas Virtuais (e-commerce)
Qual é o alcance do projeto?: Alteração média
Isso é um projeto ou uma posição de trabalho?: Um projeto
... Ver mais detalhes",https://www.workana.com/job/desenvolvimento-de-ferramenta-para-checkout-web-com-integracoes-com-erp?ref=projects_13
Página de redirecionamento,10 de Maio de 2023 22:15,"HTML, WordPress, Responsive Web Design, API, CSS, HTML5, JavaScript, MySQL, PHP, Wix",USD 50 - 100,16,"Preciso criar uma página de redirecionamento com informações e produtos para usar no instagram no link da bio. Exemplo, clica no link da bio, cai na página de oferta dos produtos, clica no produto desejado e é direcionado para o link do anúncio / páginas de vendas.

Categoria: Design e Multimedia
... Ver mais detalhes",https://www.workana.com/job/pagina-de-redirecionamento?ref=projects_13
Design de livro no Indesign,10 de Maio de 2023 22:35,"Design Gráfico, Adobe Illustrator, Adobe Photoshop, Adobe InDesign",Menos de USD 50,1,"Preciso da diagramação e capa para um livro em formato ai ou psd com 5200 palavras . O Livro não seria brochura seria com acabamento em grampo tamanho  14,8 x 21. Obrigada

Categoria: Design e Multimedia
Subcategoria: Outros
Tamanho do projeto: Pequeño
Isso é um projeto ou uma posição de trabalho?:... Ver mais detalhes",https://www.workana.com/job/design-de-livro-no-indesign?ref=projects_13
Criar video de chamada - comercial - convite para ação,11 de Maio de 2023 03:47,"Adobe After Effects, Adobe Premiere, Edição de vídeo, YouTube, Edição, Animação, +",Menos de USD 50,3,"Preciso desenvolver um video convite / comercial no estilo Gaia.com para chamar os espectadores para ação que seria clicar no link saiba mais. O video precisa ter esse ar de mistério, de algo sobrenatural e não pode conter problema com Direitos Autorais pois vai rodar no Youtube. 

O Video... Ver mais detalhes",https://www.workana.com/job/criar-video-de-chamada-comercial-convite-para-acao?ref=projects_13
Responder perguntas no Mercado Livre,10 de Maio de 2023 22:33,"Serviço ao cliente, Assistente Virtual, Atenção ao cliente",Menos de USD 50,38,"Olá. Preciso de alguém para responder as perguntas enviadas na minha loja no Mercado Livre no período de 1 mês. Das 18h as 22h de segunda a sexta.
São poucas perguntas neste horários , em média 5 perguntas por dia, sendo que a maioria, já tem as respostas prontas, pra você só enviar. Pode fazer... Ver mais detalhes",https://www.workana.com/job/responder-perguntas-no-mercado-livre?ref=projects_13
App para camara de vereadores,10 de Maio de 2023 22:29,"Android, iOS, iPhone, Responsive Web Design",USD 250 - 500,3,"Preciso de um app para camara de vereadores para divulgar as acoes e de facil a cesso a todos que forem usar
https://apps.apple.com/br/app/c%C3%A2mara-de-coruripe/id1644767061

Categoria: TI e Programação
Subcategoria: Programação de Apps para Android, iOS e outros
Qual é o alcance do projeto?:... Ver mais detalhes",https://www.workana.com/job/app-para-camara-de-vereadores?ref=projects_13
Recriar página de login hotmail,10 de Maio de 2023 22:27,"JavaScript, MySQL, PHP",Menos de USD 50,1,"Recriar página de login hotmail com html, css, Java e banco de dados. Ja tenho dominio e afins, porem, por algum motivo ficou off e preciso de ajuda com isso.

Categoria: TI e Programação
Subcategoria: Programação
Isso é um projeto ou uma posição de trabalho?: Um projeto
Tenho, atualmente: Não se aplica
... Ver mais detalhes",https://www.workana.com/job/recriar-pagina-de-login-hotmail?ref=projects_13
Google Ads para Youtube,10 de Maio de 2023 22:25,"Escrita de artigos, Redação Comercial, Investigação",USD 50 - 100,0,"Preciso que me ajude a configurar ou preciso que me ajude criar um novo anuncio eu quero um anuncio de vídeo eu já tenho o vídeo, o objetivo é ter 1 milhão ou mais de impressões entre em contato comigo!

Categoria: Tradução e conteúdos
Subcategoria: Outros
Tamanho do projeto: Médio
Isso é um projeto ou... Ver mais detalhes",https://www.workana.com/job/google-ads-para-youtube?ref=projects_13
Logo da minha marca,10 de Maio de 2023 22:25,"Design Gráfico, Ilustração, Adobe Illustrator",Menos de USD 50,19,"Estou a procura de um profissional que desenvolvesse uma logo para minha marca. Sou corretora de imóveis em Buzios. A logo será para utilizar no Instagram em cima de fotos como marca d'água, em contratos, videos, enfim...Todos os lugares. Portanto, necessito em diversos formatos

Categoria: Design e... Ver mais detalhes",https://www.workana.com/job/logo-da-minha-marca-19?ref=projects_13
Desenvolvimento de Ferramenta Para Checkout Web com Integrações com Erp,11 de Maio de 2023 12:50,"Magento, PHP, WordPress",USD 1.000 - 3.000,1,"Procuro dev full stack para projeto de desenvolvimento de ferramenta checkout web (no site do cliente) com integração api em erp.

Categoria: TI e Programação
Subcategoria: Lojas Virtuais (e-commerce)
Qual é o alcance do projeto?: Alteração média
Isso é um projeto ou uma posição de trabalho?: Um projeto
... Ver mais detalhes",https://www.workana.com/job/desenvolvimento-de-ferramenta-para-checkout-web-com-integracoes-com-erp?ref=projects_14
Página de redirecionamento,10 de Maio de 2023 22:15,"HTML, WordPress, Responsive Web Design, API, CSS, HTML5, JavaScript, MySQL, PHP, Wix",USD 50 - 100,16,"Preciso criar uma página de redirecionamento com informações e produtos para usar no instagram no link da bio. Exemplo, clica no link da bio, cai na página de oferta dos produtos, clica no produto desejado e é direcionado para o link do anúncio / páginas de vendas.

Categoria: Design e Multimedia
... Ver mais detalhes",https://www.workana.com/job/pagina-de-redirecionamento?ref=projects_14
"Desenvolvedor, site, sistema, com área de membros precisa de programação",10 de Maio de 2023 21:50,"MySQL, PHP, API, CSS, HTML",USD 250 - 500,9,"Preciso de um sistema, para atender a demanda da minha empresa, no qual consiste em o usuário ter acesso atraves de um login e senha, e dentro do painel (online) ele consiga baixar arquivos tipo PNG e tambem solicitar pedidos de novos arquivos. Que tenha Chat, brócolos de atendimento, pedidos,... Ver mais detalhes",https://www.workana.com/job/desenvolvedor-site-sistema-com-area-de-membros-precisa-de-programacao?ref=projects_14
Depoimento em vídeo (Obrigatoriamente Mulheres),10 de Maio de 2023 21:50,"Facebook, Marketing Online, Marketing",Menos de USD 50,5,"Preciso de depoimentos para uma loja de sofá. O depoimento deve ser bem caseiro e obrigatoriamente de MULHERES mostrando o sofá (preferencialmente sofá reclinável).

Necessário boa articulação de fala.

irei passar o script do que deve ser falado.

Categoria: Marketing e Vendas
Subcategoria: Outros
... Ver mais detalhes",https://www.workana.com/job/depoimento-em-video-obrigatoriamente-mulheres?ref=projects_14
Terceirização De Trabalhos Contabeis (Fiscal E Contabil E Departamento Pessoal,10 de Maio de 2023 21:47,"Informação Financeira, Recursos Humanos, Management",USD 250 - 500,6,"Pretendemos encontrar um profissional experiente, com infra estrutura minima, como computador e internet, para processar os fechamentos contabeis dos clientes a ele confiado, de preferencia um profissional que consiga fazer todo o trabalho desde o fiscal até o dp.

Categoria: Finanças e Administração
... Ver mais detalhes",https://www.workana.com/job/terceirizacao-de-trabalhos-contabeis-fiscal-e-contabil-e-departamento-pessoal?ref=projects_14
Identidade Visual - Nova Logo,10 de Maio de 2023 21:46,"Design Gráfico, Ilustração, Adobe Illustrator",USD 50 - 100,11,"Precisamos desenvolver um logotipo em uma semana para incluir em meus infoprodutos e também nas redes sociais. Gostamos das cores branco, azul royal, cinza e dourado. Mas estamos abertos a sugestões quanto a paleta de cores. Disponibilidade de início imediato. Estaremos atentos as mensagens.

... Ver mais detalhes",https://www.workana.com/job/identidade-visual-nova-logo?ref=projects_14
Programa Brasil  -10em30,10 de Maio de 2023 21:46,"Escrita de artigos, Edição de textos, Escrita criativa",Menos de USD 50,5,"O projeto consiste em editar conteúdo já existente ou criar do zero (dependendo do orçamento) um e-book PLR para o Programa Brasil -10em30, que tem como objetivo estimular as pessoas a mudar seus hábitos alimentares e conquistar uma vida mais saudável, ajudando-as a perder os quilos indesejados. O... Ver mais detalhes",https://www.workana.com/job/programa-brasil-10em30?ref=projects_14
Criação de arte no Canva de promoção de produtos,10 de Maio de 2023 21:46,"Design Gráfico, Adobe Illustrator, Adobe Photoshop",Menos de USD 15 / hora,14,"Possuo um aplicativo de delivery e eu faço todo o dia as artes do dia seguinte com as promoções dos produtos de cada parceiro cadastrado na plataforma. Eu vou te fornecer o modelo já com fundo e nome da promoção, te forneço todas as logos de cada parceiro, te forneço qual é a promoção, alguns... Ver mais detalhes",https://www.workana.com/job/criacao-de-arte-no-canva-de-promocao-de-produtos?ref=projects_14
Quero liberar a licensa de uma extenssão,10 de Maio de 2023 21:45,"JavaScript, MySQL, PHP",USD 100 - 250,1,"Tenho uma extenssão JS que é acessada aatravés de uma key de login e senha. Creio que pareça ser bem simples de quebrar a licensa.

Categoria: TI e Programação
Subcategoria: Programação
Qual é o alcance do projeto?: Bug ou alteração pequena
Isso é um projeto ou uma posição de trabalho?: Um projeto
... Ver mais detalhes",https://www.workana.com/job/quero-liberar-a-licensa-de-uma-extenssao?ref=projects_14
Captação de dados automatizados,10 de Maio de 2023 23:27,"JavaScript, MySQL, PHP, API, HTML, HTML5, Python",USD 250 - 500,16,"Estou procurando um dev que possa extrair dados de forma automatizada de alguns sites para geração de uma planilha para futura exportação.

Categoria: TI e Programação
Subcategoria: Programação
Qual é o alcance do projeto?: Alteração média
Isso é um projeto ou uma posição de trabalho?: Um projeto
Tenho,... Ver mais detalhes",https://www.workana.com/job/captacao-de-dados-automatizados?ref=projects_15
Página de redirecionamento,10 de Maio de 2023 22:15,"HTML, WordPress, Responsive Web Design, API, CSS, HTML5, JavaScript, MySQL, PHP, Wix",USD 50 - 100,16,"Preciso criar uma página de redirecionamento com informações e produtos para usar no instagram no link da bio. Exemplo, clica no link da bio, cai na página de oferta dos produtos, clica no produto desejado e é direcionado para o link do anúncio / páginas de vendas.

Categoria: Design e Multimedia
... Ver mais detalhes",https://www.workana.com/job/pagina-de-redirecionamento?ref=projects_15
Produção de liista de prospecções,10 de Maio de 2023 21:02,"Investigação de Mercado, Microsoft Excel, Microsoft Project",Menos de USD 50,4,"Trabalho com segmento industrial, preciso de uma pessoa para fazer listas de possiveis clientes com seguintes dados: nome de contato (cargo: diretor ou chefe de produção), telefone, segmento, nome da empresa, site, linkedin.
Listas feitas pelo google maps, linkedin.  Informações validadas.

... Ver mais detalhes",https://www.workana.com/job/producao-de-liista-de-prospeccoes?ref=projects_15
Atualização e melhorias do Tema Master Study,10 de Maio de 2023 21:01,"JavaScript, MySQL, PHP, API, HTML, HTML5, WordPress",USD 100 - 250,3,"O site está pesado em com uma série de plugins que precisam ser atualizados, o tema tb apresente uma série de mudanças de setup que irão melhorar a performance do website.

Categoria: TI e Programação
Subcategoria: Programação
Qual é o alcance do projeto?: Bug ou alteração pequena
Isso é um projeto ou... Ver mais detalhes",https://www.workana.com/job/atualizacao-e-melhorias-do-tema-master-study?ref=projects_15
Aplicação executável para exibir vídeos com menu personalizado,10 de Maio de 2023 20:54,"JavaScript, MySQL, PHP",USD 500 - 1.000,3,"Seria basicamente um aplicativo com um menu de vídeos, semelhante à tela anexada. Clicando sobre a fotos desses ex-presidentes, deve ser exibido automaticamente um vídeo que, quando terminar de ser exibido, deve voltar para a tela inicial, que é essa. Essa aplicação ficará sempre em tela cheia e... Ver mais detalhes",https://www.workana.com/job/aplicacao-executavel-para-exibir-videos-com-menu-personalizado?ref=projects_15
Preciso de textos e tecnicas de seo e revisão de um ebook,10 de Maio de 2023 20:54,"Escrita de artigos, Edição de textos, Escrita criativa, SEO",Menos de USD 50,18,"Preciso de 5 textos com 1000 palavras cada e tecnicas de seo aplicadas e revisão de 20 paginas
Favor dizer o valor de cada texto da revisão  e prazo para entrega

Categoria: Tradução e conteúdos
Subcategoria: Redação para sites
Quantas palavras?: Até 1000 palavras
Isso é um projeto ou uma posição... Ver mais detalhes",https://www.workana.com/job/preciso-de-textos-e-tecnicas-de-seo-e-revisao-de-um-ebook?ref=projects_15
Narração Script de Vendas,11 de Maio de 2023 02:03,"Escrita de artigos, Investigação, Locutor",USD 50 - 100,1,"""Olá, me chamo Gusttavo tenho um trabalho para narracão de uma carta de vendas para um produto digital.
Este não é um trabalho para publicidade ou propaganda que será vinculada em TVs ou rádios, como os que você já tem o costume de realizar.
Esse trabalho se encaixaria mais como a narração de um... Ver mais detalhes",https://www.workana.com/job/narracao-script-de-vendas?ref=projects_15
Depoimento em espanhol ( feminino ),10 de Maio de 2023 20:49,"Escrita de artigos, Edição de textos, Escrita criativa, Edição de vídeo, Locutor, +",USD 50 - 100,1,"Preciso de uma mulher que tenha foto de antes x depois disponivel, para gravar um depoimento no nicho de emagrecimento.
Depoimento em espanhol com a copy curta e ja pronta.

Categoria: Tradução e conteúdos
Subcategoria: Redação de artigos
Quantas palavras?: Mais de 5000 palavras
Isso é um projeto ou uma... Ver mais detalhes",https://www.workana.com/job/depoimento-em-espanhol-feminino-4?ref=projects_15
Criação de loja woocomerce,10 de Maio de 2023 20:44,"HTML, WordPress, Responsive Web Design",Menos de USD 50,3,"Preciso de alguém para a criar loja no woocomerce e também ensine na criação de novas lojas para evitar novas contratações. Por favor entre em contato comigo

Categoria: Design e Multimedia
Subcategoria: Web Design
Do que você precisa?: Alteração média
Isso é um projeto ou uma posição de trabalho?: Um... Ver mais detalhes",https://www.workana.com/job/criacao-de-loja-woocomerce-2?ref=projects_15
Desenvolvimento de Ferramenta Para Checkout Web com Integrações com Erp,11 de Maio de 2023 12:50,"Magento, PHP, WordPress",USD 1.000 - 3.000,1,"Procuro dev full stack para projeto de desenvolvimento de ferramenta checkout web (no site do cliente) com integração api em erp.

Categoria: TI e Programação
Subcategoria: Lojas Virtuais (e-commerce)
Qual é o alcance do projeto?: Alteração média
Isso é um projeto ou uma posição de trabalho?: Um projeto
... Ver mais detalhes",https://www.workana.com/job/desenvolvimento-de-ferramenta-para-checkout-web-com-integracoes-com-erp?ref=projects_16
Captação de dados automatizados,10 de Maio de 2023 23:27,"JavaScript, MySQL, PHP, API, HTML, HTML5, Python",USD 250 - 500,16,"Estou procurando um dev que possa extrair dados de forma automatizada de alguns sites para geração de uma planilha para futura exportação.

Categoria: TI e Programação
Subcategoria: Programação
Qual é o alcance do projeto?: Alteração média
Isso é um projeto ou uma posição de trabalho?: Um projeto
Tenho,... Ver mais detalhes",https://www.workana.com/job/captacao-de-dados-automatizados?ref=projects_16
Video animação,10 de Maio de 2023 20:05,"Design Gráfico, Adobe Illustrator, Adobe Photoshop, Animação, Ilustração, +",USD 50 - 100,7,"Video animação 30 segundos para tv, internet. Envio o roteiro para a animação. O video tb terá legendas. Acido sugestões. Tema, provedor de internet

Categoria: Design e Multimedia
Subcategoria: Outros
Tamanho do projeto: Pequeño
Isso é um projeto ou uma posição de trabalho?: Um projeto
Disponibilidade requerida: Conforme necessário",https://www.workana.com/job/video-animacao-56?ref=projects_16
Conversor do timbre de Voz X para Voz Y,10 de Maio de 2023 20:04,"JavaScript, MySQL, PHP",USD 1.000 - 3.000,2,"Preciso urgente de um programa que pode ouvir amostras de uma voz X e converter o timbre dela para uma Voz Y dizendo frases novas. Tentei fazer usando o chatgpt e ele me falou sobre a rede neural Cyclegan, mas acho difícil treinar o modelo. Quero ajuda de alguém crânio e depois que estiver pronto... Ver mais detalhes",https://www.workana.com/job/conversor-do-timbre-de-voz-x-para-voz-y?ref=projects_16
Copywriter Para Vsl,10 de Maio de 2023 20:02,"Escrita de artigos, Edição de textos, Escrita criativa",Menos de USD 50,2,"Preciso de um copywriter para a criação de uma vsl:
- vsl de 15 minutos e uma vsl de 30 minutos.
- Nicho saúde e emagrecimento.

Nota: Deve ter trabalhos do tipo anteriormente com resultado, além disso se usar plataformas como ChatGPT ou coisa do tipo não será válido.

Categoria: Tradução e conteúdos
... Ver mais detalhes",https://www.workana.com/job/copywriter-para-vsl-13?ref=projects_16
Imagem em tabela,10 de Maio de 2023 20:02,['N/I'],USD 100 - 250,2,"Ha um modelo de tabela que recebo em imagem e preciso transformar os textos e numeros em tabela, sao milhares de imagens que seguem o mesmo padrao. Tentei fazer pelo excel mas nao deu certo, preciso de algo que conseguira transformar essas milhares de imagens em tabelas semanalmente de um modo... Ver mais detalhes",https://www.workana.com/job/imagem-em-tabela?ref=projects_16
Landing page para dentista de alta conversão,10 de Maio de 2023 20:01,"Link Building, Escrita de artigos, SEO, Edição de textos, Escrita criativa",Menos de USD 50,14,"Preciso desenvolver uma landing page bem objetiva onde vai constar formação do dentista, localização da clínica, alguns trabalhos feitos, botão do whatsapp

Categoria: Marketing e Vendas
Subcategoria: SEO
Do que você precisa?: Implementar um plano de SEO
Isso é um projeto ou uma posição de trabalho?: Um... Ver mais detalhes",https://www.workana.com/job/landing-page-para-dentista-de-alta-conversao?ref=projects_16
Edição de Vsl,10 de Maio de 2023 20:00,"Adobe After Effects, Adobe Premiere, Edição de vídeo",USD 50 - 100,7,"Preciso de um editor de vídeo, que já tenha experiência com edição de VSL no modelo cinematográfico, com legenda e trilha sonora.

Categoria: Design e Multimedia
Subcategoria: Criar ou editar vídeo
Do que você precisa?: Vídeo e gravações novos
Isso é um projeto ou uma posição de trabalho?: Um projeto
... Ver mais detalhes",https://www.workana.com/job/edicao-de-vsl-236?ref=projects_16
Produção de textos para Blog em Wordpress,10 de Maio de 2023 19:58,"Escrita de artigos, Edição de textos, Escrita criativa",Menos de USD 50,12,"Preciso de um profissional especialista em SEO para elaboração de BLOGs em Wordpress.

Textos a partir de 600 palavras e com pontuação máxima no Yoast SEO.

Favor informar qual o valor de cada artigo, dependendo do valor, vamos fazer vários.

Categoria: Tradução e conteúdos
Subcategoria: Redação de... Ver mais detalhes",https://www.workana.com/job/producao-de-textos-para-blog-em-wordpress?ref=projects_16
Desenvolvimento de Ferramenta Para Checkout Web com Integrações com Erp,11 de Maio de 2023 12:50,"Magento, PHP, WordPress",USD 1.000 - 3.000,1,"Procuro dev full stack para projeto de desenvolvimento de ferramenta checkout web (no site do cliente) com integração api em erp.

Categoria: TI e Programação
Subcategoria: Lojas Virtuais (e-commerce)
Qual é o alcance do projeto?: Alteração média
Isso é um projeto ou uma posição de trabalho?: Um projeto
... Ver mais detalhes",https://www.workana.com/job/desenvolvimento-de-ferramenta-para-checkout-web-com-integracoes-com-erp?ref=projects_17
Página de redirecionamento,10 de Maio de 2023 22:15,"HTML, WordPress, Responsive Web Design, API, CSS, HTML5, JavaScript, MySQL, PHP, Wix",USD 50 - 100,16,"Preciso criar uma página de redirecionamento com informações e produtos para usar no instagram no link da bio. Exemplo, clica no link da bio, cai na página de oferta dos produtos, clica no produto desejado e é direcionado para o link do anúncio / páginas de vendas.

Categoria: Design e Multimedia
... Ver mais detalhes",https://www.workana.com/job/pagina-de-redirecionamento?ref=projects_17
Construir uma loja virtual na Nuvem Shop,10 de Maio de 2023 19:35,"Magento, PHP, WordPress",USD 100 - 250,10,"Vendo bijuterias no atacado e gostaria de criar uma loja virtual na Nuvem Shop. Meus produtos estão no Bling, onde seria bem tranquilo exportar para a plataforma.

Categoria: TI e Programação
Subcategoria: Lojas Virtuais (e-commerce)
Qual é o alcance do projeto?: Alteração média
Isso é um projeto ou uma... Ver mais detalhes",https://www.workana.com/job/construir-uma-loja-virtual-na-nuvem-shop?ref=projects_17
Atualização de Logotipo para incorporadora imobiliária,10 de Maio de 2023 19:35,"Design Gráfico, Ilustração, Adobe Illustrator",Menos de USD 50,9,"Preciso desenvolver uma versão mais moderna do nosso logotipo, com a mudança da frase abaixo trocando a palavra incorporadora imobiliária por empreendimentos imobiliários, sem perder as características originais.

Categoria: Design e Multimedia
Subcategoria: Design de Logo
Do que você precisa?:... Ver mais detalhes",https://www.workana.com/job/atualizacao-de-logotipo-para-incorporadora-imobiliaria?ref=projects_17
